음식점,사용자명,리뷰,_merge
스시다온,허수아비6062,"저 날것을 질기고 비려서 잘못먹는편이거든요!
친구가 여기 추천해줘서 다녀왔어요 와 근데 진짜 미쳤어요 하~나도 안비리고 진짜진짜 맛있었어요 ㅠㅠㅠㅠㅠㅠ 김재호셰프님이 위트있게 설명해주셔서 완전 재미도있었어요 강추!! 저처럼해산물 부담스러워하시는분이나 오마카세 처음접해보시는분이 가기에 딱 좋은곳이에요 ㅠㅠ 적게일하시구 돈많이버세여 ㅠㅠ",both
스시다온,P25,남자친구 생일 로 방문했는데 축하도 해주시고 좋았어요😋 다음번에는 디너 먹으러 방문할게요! 부모님 모시고 가기도 좋을것같아요☺️,both
스시다온,동밍딩,구성이 다양해서 좋았어요!! 다음에 또 방문하려구용 :D 셰프님도 유쾌하시고 친절하셨어요,both
스시다온,크리스미,음식이 넘 맛나고 설명 듣는 재미도 쏠쏠합니다 ,both
스시다온,밥반찬89,스강신청 성공한 보람이 있습니다. 몇달 전부터 가고 싶었는데 정말 우연히 주말 런치 취소분 잡아서 예약하고 다녀왔습니다. 이틀 전에도 갑자기 취소 자리 생길 수 있어서 캐치테이블 자주 들어가면 기회 있을 것 같습니다. 하나하나 정성 가득인게 느껴지는 맛이고 진짜 감탄하면서 먹게됩니다. 등푸른 생선 계열에서 비린 맛 하나도 못 느끼고 맛있게 먹었습니다. 기회가 된다면 디너로도 재방문하고 싶은 곳입니다.,both
스시다온,Queserasera,감사합니다 최고!,both
스시다온,미이인저엉,좋은 분위기에서 친절한 설명으로 기분좋게 먹고 갑니다ㅠㅠㅠㅠㅠㅠㅠㅠ다들 행복하세요,both
스시다온,soo****,"와이프 생일이여서 특별한만찬을 준비하여 찾아간곳~~^^정말 잘했다는 생각이 드네요
회를 좋아하지 않지만 회를 좋아하는 와이프를 위해 간곳인데 와이프가 대만족하네요~~^^합리적인 가격으로 맛난 음식도먹고 대접받고 눈호강 입호강 하시고 싶은분에게 추천드립니다~~^^",both
스시다온,eun****,집근처 이런 곳이 있다니 행운입니다,both
스시다온,초코양이,가성비 좋고 맛있습니다,both
스시다온,billberry,"김재호 셰프님 감사합니다~입맛이 확 돌고 아주 맛있고 즐겁게 잘 먹고 갑니다~
엄마가 회를 그리 안좋아 하시는데도 너무 맛있고 양도 적당하다며 아주 만족하셨답니다~
제 생일파티로 친구랑 갈거예요~바로 예약합니다요~~^^ 오마카세집으로 가성비 최고 가게입니다~~^^",both
스시다온,물망초67,맛있어여,both
스시다온,추이익힌,"양도 많고 김재호 쉐프님 접객이 좋았습니다 ㅎㅎ
식사시간동안 재밋게 해주시고 생일이라고 좀 더 잘 챙겨주셔서 감사했습니다 ㅎㅎ 맛있게 잘먹었습니다!
다음에 재방문 또 할듯싶네요 ㅎㅎ",both
스시다온,스타74,맛있어요.특별한날 가세요.,both
스시다온,으니요,음식을 천천히 먹는 편이라서 속도 맞춰서 먹기 힘들었어요! 단새우랑 참치 맛있었답니다😋,both
스시다온,Hjin,"생일이라고 새우로 케이크 만들어주심ㅎㅎ
재료가 신선하고 양도 적당해서 좋아요 잘먹었어요",both
스시다온,효뭉S2,첫방문이었는데 만족해서 겨울에 한번 더 가려구요,both
스시다온,기보드파이터,여전한 가성비입문 스시오마카세로 인기 높은곳~ 친절하고 만족도 높은곳임은 분명하나 1년전 첫방문때의 감흥보단 덜해진거같아 개인적으로 아쉽😗,both
스시다온,ye0****,👍 ,both
스시다온,얌순이76,굳,both
스시다온,마오92,"오마카세 치고 가격이 참 착합니다.
가끔 가기 좋아요",both
스시다온,oooyyy,특별한날 동네에서 가기 좋은 오마카세에요! 가성비 굿 음식도 맛있고 좋아요 :),both
스시다온,Krystalkklear,여러모로 훌륭한 집인데 접객스타일은 호불호가 극명하게 갈릴 겁니다.,both
스시다온,쩝쩝박사8282,첫 오마카세였어요. 디너로 방문했습니다. 가격대비 괜찮은 것 같아요! 제가 방문시엔 우니가 없었나봐요..다른 블로그 보니까 단새우에 우니 올려주시던데 아무 말 없이 안주셔서 오늘은 없나보다 했네요😂,both
스시다온,너구리리리리,안키모가 맛있어요,both
스시다온,myplog,너무 친절하고 음식 다 맛있어요!!,both
스시다온,manimoo,"신선하고 너무 맛있었습니다.
재방문의사 1000000프로",both
스시다온,smile8227,이전하고 처음인데 좋았어요 초밥종류는 줄었지만 다양한 오마카세를 즐길수있었습니다,both
스시다온,김현주6,재료가 신선해요!,both
스시다온,내가널원할때,맛있네요 이집 잘합니다 런치 핵 강추,both
스시다온,키위빠더,친절하고 맛있는 코스요리♡,both
스시다온,감튀36,런치로 다녀왔어요 오마카세 입문이라고 하는데 하늘에서 가성비가 내리네요 ㅎㅎ,both
스시다온,lee****,"남편과 함께 처음 방문해본 오메카세!
처음 먹어보는 고급 초밥과
다양한 메뉴들 덕분에 너무 행복했습니다!
합리적인 가격에 아주 강추입니다!",both
스시다온,hey****,"오마카세 많이 먹어보진 않앗지만 
최고였어요!!!
잇몸으로도 식사 가능할꺼 같아요 
너어어어무 부드러웠쒀용
셰프님도 친절 하시고 
비가 미친듯이 왔지만 
온길이 후회스럽지 않았던, 
올해 최고의 식사 시간이였습니당",both
스시다온,dot****,처음갔는데 설명도 잘해주시고 맛도 너무 좋았어요. 첫 오마카세 성공적이예요👍,both
스시다온,에이미율,"가성비 좋고  음식 맛도 좋았어요~ 
쉐프님도 음식 만드시느라 정신 없으셨을텐데 식재료에 대해서 말씀도 많이 해주셔서 더 좋았습니다~ ",both
스시다온,kkonets,맛남,both
스시다온,신도통상,맛있어요,both
스시다온,렘온젤릐,"너무 좋았어요 :) 담당해주신 셰프님이 굉장히 유쾌하셔서 웃으시면 따라 웃게되더라구여. 좋은날 기분좋게 식사할수 있는곳! 
그리고 제가 오마카세를 많이 가보진 않았지만 가성비 좋은건 확실한것같아요. 너무 맛있고 깔끔했고, 저한텐 딱 적당한 양이었습니다!",both
스시다온,메타2040,"아이스크림처럼 살살 녹는 스시를 먹고 
아 여기가 스시 업장이 아닌  아이스크림 🍦가게인가 했습니다. 😵‍💫

친절하게 응대해주시고, 중간 중간 재밌게 대화 이끌어가주시면서 즐거운 분위기에 가족들과 식사를 했네요.

부모님도 너무 좋아하셨어요. 오마카세를 처음 접해보셔서 걱정했는데 ""맛있다고 다음에 또 오자""고 평소에 무뚝뚝하시고 말 수 없으신 저희 아버지께서 말씀하셔서 놀랬습니다. 🤯

생일이라고 말씀드리니까 기념으로 후토마끼 꼬다리 부분을 주셨는데 사진 찍을 타임도 주시고 너무 맛있게 잘먹었습니다. 

생일날 맛있는 좋은 추억 만들어주셔서 진심으로 감사드려요! 
오래오래 번창하셨으면 좋겠습니다! 🫶",both
스시다온,Hoyaaaaaa,"남친 생일이라 이벤트로 다녀왔는데
다른 오마카세보다 가성비 엄청 괜찮구 퀄리티도 좋더라구요 !!",both
스시다온,깻잎29,오마카세 입문하기 좋은 곳,both
스시다온,LizardKing,"추천받고 방문해봤는데, 기대 이상으로 충족시켜준 업장이었습니다. 런치로 4만원 이내에 근사한 오마카세를 먹을 수 있어 만족했습니다. 오마카세 입문하시는 분들도 부담없이 갈 수 있으리라 생각합니다.

가장 만족스러운 네타는 다시마로 숙성시킨 흰 생선 부류였습니다. 그야말로 은은한 감칠맛이 무엇인지를 느낄 수 있었습니다. 그 밖에도, 엷은 맛에서 진한 맛으로 점진되는 구성에 신경을 많이 쓴 것 같더라고요.

개인적인 견해입니다만, 유일하게 아쉬운 스시는 무늬오징어였습니다. 귀한 재료를 네타로 써서 들떴었는데 유자 향이 조금은 다분하더라고요. 그 점만 빼면, 맛, 가격, 셰프님의 입담까지 모두 만족스러웠던 경험이었습니다.",both
스시다온,rho****,친절해요,both
스시다온,시시콜콜14,가성비라고 하지만 정말정말 꼭가봐야하는곳..너무친절하신 셰프님들 덕분에 오마카세 자주갈거같습니다.,both
스시다온,도문대작,최강 가심비로 가격대비 마음에 극상의 만족을 주는 스시 오마카세 명소,both
스시다온,kty****,큰아들이 담주가 생일이여서 예약하고 찾아간 곳이예요. 신태호쉐프님 앞자리였어요~ 친절하시데다가 손님들마다 이야기를 이끌어내면서 한점한점 정성스럽게 내어주셨어요~맛도 짱. 분위기도 짱. 쉐프님도 짱. 모두 맘에 쏙 들었답니다~특별한 날 가도 시간 내서 가도 후회 없을 곳이예요~~♡,both
스시다온,하하호홍70,굿,both
스시다온,dries,생일날 방문했습니다 깔끔한 매장 분위기가 좋았습니다 :) 푸짐했어요,both
스시다온,꼬북칩8631,가성비 좋은 것 같아요,both
스시다온,오리공주님,"가성비좋은 오마카세!
초밥들이 굉장히 맛있고 녹아요
가족끼리 다녀왔는데
행복-♡",both
스시다온,알럽에이브릴라빈,"맛 3.0
서비스 및 접객 1.0

1. 테이블이 너무 다닥다닥 시장통임
2. 김xx셰프 쿨함을 가장한 무례함으로 똘똘 뭉침. 돈내고 밥먹으러 온 사람에게 건들건들 반존대, 성공해서 디너먹으라, 손님들이 조용한거같은데 엠비티아이가 다 아이냐 등등 선넘는 식으로 접객. 조용한게 아니라 우리끼리 대화하면서 먹고 싶은 것임. 
3. 단, 옆에 이름모를 셰프는 선도 잘 지키고 친절하고 음식 설명도 잘 해서, 그 분 테이블갔다면 평은 정반대가 되었을듯
4. 가격대비 퀄리티나 맛은 딱 생각했던 수준. 나쁘지 않음. 
5. 인스타에서 보통 밈으로 소화되는, 돈내고 밥먹으러갔다가 오히려 을질당하는 그런 식당 인상이 강함. 
6. 총평. 미들급 이상 오마카세 갔던 분들은 전혀 기대말고 같은 값에 횟집이나 초밥집을 가시길",both
스시다온,응가누,ㅋㅋ 비추,both
스시다온,Ons11,기억에 남는 하루보냈어요. 좋아요ㅎㅎ,both
스시다온,ryo****,"음식은 맛있지만 먹다만 느낌
양이 적어요
추가도 없구요~
주는대로 먹고 와요",both
스시다온,Bingbongdari,편안한 분위기 속에서 기분좋게 맛있는 식사였습니다!,both
스시다온,욤쿵,완전 친절하시고 진짜 너무 맛있습니다ㅠ 가성비 최고! 나중에 또 가야겠어요ㅎㅎ,both
스시다온,철부지신부,가격대비 좋은 것 같은데 약간 아쉬움이 남는 코스였어요 ㅠ ,both
스시다온,바블의신나는세상,가성비좋아요,both
스시다온,hiluv,"셰프님 친절하시고 
코스 하나하나 너무 맛있어요👍",both
스시다온,사과농부1,굳,both
스시다온,끼수니이,"재료도 신선하고 가성비가 너무 좋아서 또 방문하고싶어요! 
동네에있지만 예약해야만 갈 수 있는게 단점 ㅠㅠ 
",both
스시다온,눙눙쀼,히히 점장님 맛있게 먹었습니당 ㅎㅎㅎ,both
스시다온,suy****,"맛있게 먹었습니다~
김재호 쉐프님 친절하고 유머러스해요!",both
스시다온,권탱43,"동네에 이런곳이 있다니 너무 좋네요ㅎ 
정말 맛있게 잘 먹고 왔습니다:) ",both
스시다온,joe****,재료가 신선해요,both
스시다온,jmpuppy,맛있어요,both
스시다온,879208,런치도 맛있게 잘 먹고 왔어요,both
스시다온,Ham53,"대존맛이에요 미쳤어요
쉐프님 입담도 굿
",both
스시다온,루나j,깔끔하고 맛있어요.,both
스시다온,Judy26,소중한 사람과 특별한 날에 가기 좋은 곳. 신태호 쉐프님께서 스시 하나하나 설명을 잘 해주셔서 재미있는 식사 시간이었어요. :),both
스시다온,audtjs5423,계란찜부터 라임 셔벗까지 완벽한  저녁식사였습니다. 한시간 반동안  눈 입 귀 즐거웠습니다  부자되세요~!! 완전강추입다!!,both
스시다온,이유방,"정말 갓성비!
전체적으로 괜찮았던 곳
또 갈 ㅇ향 있음!",both
스시다온,yyy****,"생애 첫 오마카세 완전 대성공입니둥💓
맨날 후기만 찾아보다가 남자친구가 힘들게 예약 성공해서 다녀왔는데 경쟁률이 치열한 이유가 있었네요🤣
맛없는 메뉴가 한 가지도 없었어요! 
셰프님도 너무 친절하시고 매장도 청결해서 좋았어요 오마카세란 이런 거군..! 이 맛을 잊지 않으려고 메모까지 하면서 먹었어요ㅎ
촌스러워 보이겠지만 그만큼 맛있었다는 뜻! 
좋은 기억 남겨주셔서 감사합니당 :) 
계절 바뀌면 또 가고 싶어요! 잘 먹었습니다 👍🏻🥰👍🏻",both
스시다온,콩1551,"가성비 좋은 오마카세.
가격이 저렴하다고 퀄리티가 전혀 떨어지지 않음. 아쉬운 점은 주차 공간이 없어서 공영주차장이나 근처에 대고 걸어와야한다는 것, 오마카세 진행 시간이 짧은 편이라는 것",both
스시다온,냠냠7764,"좋아요!! 맛있게 잘 먹었어요
여자들에게는 딱이거나 엄청 배부른데 
잘 드시는 분들에겐 살짝 부족할 수도 있어요!! 
가성비 괜찮네요😊",both
스시다온,오잉2479,훌륭합니다,both
스시다온,dasogrim,"너무 배고파서 사진은 못찍었지만 진짜 맛있고 기분좋게 먹고 왔어요^^ 특별한 날에 가기 좋은 것 같아요! 이 곳 때문에 캐치테이블 어플까지 설치하고 가입해서 2주만에 예약했어요
다음엔 평일 저녁메뉴도 먹어볼 거예요!
",both
